videoID,dataset,fold
0029 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0039 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0045 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0049 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0058 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0062 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0079 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0086 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0093 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0099 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0105 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0129 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0167 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0182 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0183 - Laparoscopic Cholecystectomy.mp4,lapchole,2
0000 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0002 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0005 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0007 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0037 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0040 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0041 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0044 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0048 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0050 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0054 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0055 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0056 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0059 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0081 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0092 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0102 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0115 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0158 - Laparoscopic Cholecystectomy.mp4,lapchole,3
0036 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0043 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0053 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0057 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0063 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0065 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0066 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0068 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0073 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0089 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0094 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0097 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0101 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0108 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0114 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0133 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0138 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0144 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0149 - Laparoscopic Cholecystectomy.mp4,lapchole,4
0160 - Laparoscopic Cholecystectomy.mp4,lapchole,4
